Farmer_ID,District,Crop_Type,Year,Rainfall_mm,Fertilizer_kg_per_acre,Soil_Health_Index,Yield_ton_per_acre,Average_Price_INR,Temperature_C,Humidity_%,Soil_Moisture_%,Claim_Amount_INR,Fraud_Flag,Transport_Time_days,Storage_Duration_days,Quality_Score,Irrigation_Level_%,Pesticide_Litre_per_acre,Seed_Quality_Index,Sensor_Temperature_C,Sensor_Soil_Moisture_%,NDVI_Index,PH_Value,Expected_Yield_ton_per_acre,Yield_Variance,Market_Demand_Index,Export_Potential_Score,Claim_to_Yield_Ratio,Weather_Anomaly_Flag,Spoilage_Rate_%,Transport_Cost_INR,Revenue_per_Acre,Cost_of_Cultivation_INR,Profit_per_Acre,Sustainability_Score,Humidity_
50,Telangana,Wheat,2021,878,42,0.735855092924398,3.46551289899111,1677,27.48773067166746,60,40,25000,0,2,10,88,76,4.21,0.76,27.373037020799707,41.478948430708144,0.72,5.93,2.09,1.11,1.41,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.71,58.79027126219098
1,Maharashtra,Sugarcane,2025,911,53,0.8073349345635219,3.654135997650504,2804,33.55860813207026,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,63.5158429286988
2,Karnataka,Maize,2023,725,35,0.715882507014007,2.349496853493666,1501,25.049238812064303,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,53.30937644731342
3,Tamil Nadu,Cotton,2024,1167,63,0.8552307249839407,4.233317071473012,6349,29.480209338697023,65,45,40000,1,5,14,92,74,3.17,0.96,30.670604991178475,43.4234945249808,0.74,7.24,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,69.70742153677249
4,Tamil Nadu,Cotton,2024,1155,62,0.8520225301377315,4.243924612611724,6165,28.10968123989063,65,45,40000,1,5,14,92,72,3.65,0.85,29.073773894709067,44.09525744767596,0.86,6.81,2.84,1.06,1.12,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.81,67.73538891534564
5,Karnataka,Maize,2023,706,42,0.6988374628982938,2.5849080215309606,1509,26.571896901381166,58,38,20000,1,4,9,85,52,3.83,0.77,27.2903455808189,36.591214206090356,0.61,7.89,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.7,62.80108992413767
6,Maharashtra,Sugarcane,2025,916,59,0.8237565749092828,3.2628519550158503,3262,32.1032503954933,67,47,35000,0,3,11,89,75,3.92,0.86,32.63444440040243,45.68463417464513,0.58,7.64,2.29,1.01,0.78,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.72,66.77878448022243
7,Telangana,Wheat,2021,897,45,0.782523975752016,3.138538488537436,1617,28.046725546326048,60,40,25000,0,2,10,88,70,1.14,0.93,27.99449701178477,42.402508342979985,0.85,7.56,2.09,1.11,0.67,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.79,60.32257531148976
8,Tamil Nadu,Cotton,2024,1147,61,0.8332645677545669,3.61850983435413,6276,28.662513388113062,65,45,40000,1,5,14,92,73,4.69,0.77,29.484110543023,42.05518230969978,0.63,7.94,2.84,1.06,1.14,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,61.683369559191306
9,Tamil Nadu,Cotton,2024,1123,60,0.9168551506320288,3.7967968470863163,6450,30.582962040382448,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,62.469074266675854
10,Telangana,Wheat,2021,700,48,0.7364686893515132,2.7443877721708545,2039,26.179113802018673,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,63.38549214902828
11,Andhra Pradesh,Rice,2022,1049,47,0.8655824483720752,3.2778220727817344,1783,30.04762728052966,62,42,30000,0,3,12,90,78,3.74,0.97,28.72725920475859,42.17790347013604,0.69,6.22,2.44,1.06,0.97,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.72,60.56185647117594
12,Andhra Pradesh,Rice,2022,936,47,0.7725141958277272,3.816682175450718,2153,30.786577735974184,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,65.2681497379642
13,Tamil Nadu,Cotton,2024,1127,57,0.8994450456130709,3.6845623017628975,6413,29.35907530860447,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,67.09013724287031
14,Tamil Nadu,Cotton,2024,1190,64,0.8382207063711782,4.218206668748247,6286,30.06895752685733,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,61.77170925271866
15,Tamil Nadu,Cotton,2024,1066,57,0.921067657943514,3.9315994646044308,6249,29.515641112235258,65,45,40000,1,5,14,92,72,3.65,0.85,29.073773894709067,44.09525744767596,0.86,6.81,2.84,1.06,1.12,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.81,65.07446366119743
16,Telangana,Wheat,2021,703,48,0.7764433236225543,3.5798626773611604,1795,26.02684156121624,60,40,25000,0,2,10,88,79,1.78,0.93,28.523239230657435,40.98101061464833,0.72,6.31,2.09,1.11,1.09,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.72,61.773873215187166
17,Tamil Nadu,Cotton,2024,1185,58,0.8437523774817015,3.974779554264415,6157,29.543498011580464,65,45,40000,1,5,14,92,70,2.55,0.79,29.735566265438507,45.29240273619952,0.67,6.6,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.75,62.350372148038254
18,Tamil Nadu,Cotton,2024,1152,61,0.8640815699789847,3.4296682230647395,5980,31.166881037045385,65,45,40000,1,5,14,92,65,4.09,0.94,30.355128723684565,45.94567735380206,0.79,6.87,2.84,1.06,0.6,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.8,68.30688510520076
19,Andhra Pradesh,Rice,2022,896,53,0.7864824675346762,3.675420207547089,1967,29.38395536873393,62,42,30000,0,3,12,90,87,1.18,0.77,28.475275087984798,39.03036950307731,0.64,7.49,2.44,1.06,1.44,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.74,62.44827657545187
20,Karnataka,Maize,2023,697,41,0.667058191155709,2.3448535680235683,1718,25.405039658460637,58,38,20000,1,4,9,85,64,2.76,0.84,27.94356416544192,36.45111374540271,0.41,6.98,1.96,0.84,0.6,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,54.65242050442603
21,Andhra Pradesh,Rice,2022,992,53,0.8648108320171441,3.450597018983134,1934,30.38855795877514,62,42,30000,0,3,12,90,73,3.19,0.71,28.10295750249998,44.322518545590704,0.88,7.06,2.44,1.06,0.87,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.8,62.82984426164602
22,Karnataka,Maize,2023,850,37,0.6945246112284787,3.229426694473114,1610,27.124341379540972,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,62.99713804155914
23,Maharashtra,Sugarcane,2025,770,53,0.828880226390536,2.96520393933785,3056,33.36689344697871,67,47,35000,0,3,11,89,98,1.56,0.94,31.64156012994347,45.952398188955605,0.72,6.52,2.29,1.01,1.46,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.73,63.50521491663414
24,Telangana,Wheat,2021,756,47,0.7939605561177682,3.089872352941544,1712,28.320886075140116,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,63.16756930119528
25,Karnataka,Maize,2023,776,40,0.7176426362338392,3.029860308848478,1873,27.23875377935176,58,38,20000,1,4,9,85,99,2.24,0.98,26.51588325543031,36.171457926788264,0.65,5.62,1.96,0.84,1.24,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.64,55.07309003187558
26,Telangana,Wheat,2021,880,44,0.7431693438472039,3.582258556094848,1548,26.42103674078805,60,40,25000,0,2,10,88,79,1.78,0.93,28.523239230657435,40.98101061464833,0.72,6.31,2.09,1.11,1.09,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.72,62.823883294600876
27,Karnataka,Maize,2023,705,38,0.6734184446815485,2.970943004742508,1426,25.669438932554513,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,60.34577923121413
28,Telangana,Wheat,2021,841,47,0.8086750335154437,2.9581732541911694,1722,29.888101025986366,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,58.00489385600432
29,Karnataka,Maize,2023,804,35,0.7470766206474783,2.974607852916216,1578,25.913946987019084,58,38,20000,1,4,9,85,77,4.95,0.86,27.181785886376485,40.09534046296507,0.48,6.13,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,56.2582311756445
30,Telangana,Wheat,2021,738,48,0.7562675642598652,2.99672764110409,1907,29.909808471961473,60,40,25000,0,2,10,88,79,1.78,0.93,28.523239230657435,40.98101061464833,0.72,6.31,2.09,1.11,1.09,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.72,62.92521391962919
31,Maharashtra,Sugarcane,2025,886,50,0.777156876475104,3.518429229818735,3204,32.12765082609705,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,66.61445511887312
32,Tamil Nadu,Cotton,2024,1098,62,0.8772897132810905,4.354033127585041,6193,28.54315618825575,65,45,40000,1,5,14,92,65,4.09,0.94,30.355128723684565,45.94567735380206,0.79,6.87,2.84,1.06,0.6,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.8,67.30818028711809
33,Telangana,Wheat,2021,776,43,0.8283840312855438,3.4213934511062885,1776,26.39720881101477,60,40,25000,0,2,10,88,70,1.3,0.96,27.773470692601073,39.358586348000564,0.69,7.03,2.09,1.11,0.52,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.73,56.47984147365835
34,Andhra Pradesh,Rice,2022,964,53,0.7968958945826471,3.8628805029124123,2137,27.83545628282296,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,65.52557781901554
35,Karnataka,Maize,2023,793,39,0.6906971909634263,2.302103843175883,1406,28.702549320101344,58,38,20000,1,4,9,85,51,3.39,0.97,27.971300908221203,38.63857435795754,0.4,7.32,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.62,60.10884716682319
36,Telangana,Wheat,2021,850,42,0.8191480015623507,3.4175721247315947,1919,27.656600897312906,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,64.06942808834833
37,Karnataka,Maize,2023,846,43,0.6502921032621362,3.1295875568652503,1728,26.58173707197166,58,38,20000,1,4,9,85,51,2.3,0.72,27.45643269722372,35.96484830850499,0.36,6.18,1.96,0.84,1.08,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.57,54.323723790349725
38,Karnataka,Maize,2023,750,43,0.6539765964988569,2.340558737544681,1674,26.252825044280698,58,38,20000,1,4,9,85,99,2.24,0.98,26.51588325543031,36.171457926788264,0.65,5.62,1.96,0.84,1.24,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.64,58.93014500360598
39,Andhra Pradesh,Rice,2022,947,48,0.8304071677071219,3.8715977272882305,1772,27.588247402266354,62,42,30000,0,3,12,90,87,1.18,0.77,28.475275087984798,39.03036950307731,0.64,7.49,2.44,1.06,1.44,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.74,62.991205850403254
40,Andhra Pradesh,Rice,2022,969,48,0.8607380164712847,3.256694228310046,1729,28.951404788769626,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,60.534607405467824
41,Maharashtra,Sugarcane,2025,795,57,0.7738856660401928,3.465292101978055,2887,30.520191130044555,67,47,35000,0,3,11,89,57,2.98,0.91,31.50356459165073,49.38329454771996,0.87,5.59,2.29,1.01,0.97,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.75,66.58466424569258
42,Tamil Nadu,Cotton,2024,1037,56,0.8769641774680709,4.200354879023407,6263,31.34192094552931,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,60.379815632898534
43,Telangana,Wheat,2021,841,48,0.7750465301657818,3.3626645130593555,1950,27.481587945101225,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,62.45860038627012
44,Maharashtra,Sugarcane,2025,849,55,0.7972971346095511,2.892284792073257,2894,31.499214271127187,67,47,35000,0,3,11,89,98,1.56,0.94,31.64156012994347,45.952398188955605,0.72,6.52,2.29,1.01,1.46,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.73,67.49322479403175
45,Maharashtra,Sugarcane,2025,821,58,0.8122519695729745,3.3963215188603684,2855,31.896025713932623,67,47,35000,0,3,11,89,73,4.1,0.89,31.479123781333946,44.50483978997029,0.53,6.83,2.29,1.01,1.36,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.68,62.577410518691735
46,Andhra Pradesh,Rice,2022,1039,52,0.8169743762990683,3.5495836567221435,1871,28.776510852663005,62,42,30000,0,3,12,90,71,2.43,0.94,29.071549368149515,40.34561585676336,0.61,7.91,2.44,1.06,1.05,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.75,63.80755892960485
47,Maharashtra,Sugarcane,2025,784,56,0.7947468141322458,3.7003212680742714,2740,33.97943189223729,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,66.66782077231188
48,Karnataka,Maize,2023,806,35,0.697428842043126,2.704239729644209,1362,27.18152448487321,58,38,20000,1,4,9,85,77,4.95,0.86,27.181785886376485,40.09534046296507,0.48,6.13,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,53.34461259425
49,Maharashtra,Sugarcane,2025,779,52,0.8090867441271042,3.1210810970870497,2722,30.352806815159482,67,47,35000,0,3,11,89,93,1.35,0.82,32.34427109481176,44.60882925719619,0.86,6.79,2.29,1.01,0.53,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,71.69607726848095
50,Telangana,Wheat,2021,777,41,0.7837007488351359,3.4498507644364667,1859,28.42750936630772,60,40,25000,0,2,10,88,52,4.76,0.79,27.289789744182446,37.96977228456768,0.81,6.85,2.09,1.11,1.16,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,64.49112143089441
1,Telangana,Wheat,2021,870,43,0.7937090837080906,2.9784394082504346,1897,27.895239313591787,60,40,25000,0,2,10,88,61,4.31,0.98,28.26705942152179,40.9117675570156,0.38,5.56,2.09,1.11,0.96,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.59,63.436496640518236
2,Karnataka,Maize,2023,726,40,0.7026278460338202,2.4296006511954418,1437,25.231377797788642,58,38,20000,1,4,9,85,99,2.24,0.98,26.51588325543031,36.171457926788264,0.65,5.62,1.96,0.84,1.24,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.64,62.81192529164116
3,Tamil Nadu,Cotton,2024,1053,57,0.8763172716751342,4.076108231414411,6286,31.831159203952815,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,67.9314287399674
4,Tamil Nadu,Cotton,2024,1137,62,0.8534653441775849,4.34398230536321,6010,31.77089727637645,65,45,40000,1,5,14,92,67,4.45,0.83,29.682132702100517,46.76886782124989,0.83,6.39,2.84,1.06,0.62,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.79,68.53784921704667
5,Andhra Pradesh,Rice,2022,891,47,0.8003194059461045,3.268968031595386,1716,30.140758172593635,62,42,30000,0,3,12,90,91,1.3,0.97,28.08155028310953,42.89779739428329,0.52,5.89,2.44,1.06,0.7,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.66,59.41977130317046
6,Telangana,Wheat,2021,763,41,0.758997011894361,3.175406607850074,1681,29.965311606256883,60,40,25000,0,2,10,88,70,1.14,0.93,27.99449701178477,42.402508342979985,0.85,7.56,2.09,1.11,0.67,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.79,64.60626975513199
7,Telangana,Wheat,2021,825,42,0.7863288930953815,3.3343397397112042,2035,28.177929331201053,60,40,25000,0,2,10,88,96,1.02,0.8,28.02418611659856,37.56204860696855,0.82,7.15,2.09,1.11,0.59,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.77,56.96925704453428
8,Karnataka,Maize,2023,680,40,0.661995369302389,3.2994662482156305,1840,28.851073401012826,58,38,20000,1,4,9,85,52,3.83,0.77,27.2903455808189,36.591214206090356,0.61,7.89,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.7,62.51429810361832
9,Telangana,Wheat,2021,893,41,0.8216791690702335,2.804808064997572,1670,26.302420162467,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,64.9481929396595
10,Karnataka,Maize,2023,828,42,0.7220655145283112,2.798570799505709,1708,26.462722993045485,58,38,20000,1,4,9,85,77,4.95,0.86,27.181785886376485,40.09534046296507,0.48,6.13,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,60.11722805746049
11,Tamil Nadu,Cotton,2024,1151,55,0.8701445630913194,3.7851201199025,6277,28.901525072027063,65,45,40000,1,5,14,92,70,2.55,0.79,29.735566265438507,45.29240273619952,0.67,6.6,2.84,1.06,0.89,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.75,69.81143731791822
12,Karnataka,Maize,2023,694,41,0.6658624144526377,3.165820165222355,1487,25.78333233653708,58,38,20000,1,4,9,85,51,2.3,0.72,27.45643269722372,35.96484830850499,0.36,6.18,1.96,0.84,1.08,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.57,58.695397795671035
13,Maharashtra,Sugarcane,2025,933,51,0.8381992169721636,3.2759677310116557,2929,30.563211795570705,67,47,35000,0,3,11,89,73,4.1,0.89,31.479123781333946,44.50483978997029,0.53,6.83,2.29,1.01,1.36,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.68,64.5954178317609
14,Andhra Pradesh,Rice,2022,879,54,0.8523778090101165,3.110977524585148,1818,29.489654566263987,62,42,30000,0,3,12,90,71,2.43,0.94,29.071549368149515,40.34561585676336,0.61,7.91,2.44,1.06,1.05,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.75,61.36995885665621
15,Telangana,Wheat,2021,756,45,0.8021721552717179,3.334424145286584,1655,29.12528742298922,60,40,25000,0,2,10,88,60,3.08,0.83,28.005358046457722,42.38266155971546,0.88,6.04,2.09,1.11,0.55,0.62,4.34,0,1.3,1000,5760.0,7125,-1365.0,0.76,60.93560935378786
16,Maharashtra,Sugarcane,2025,796,51,0.7771547047411242,3.5707806182638797,3164,32.31319359768144,67,47,35000,0,3,11,89,75,3.92,0.86,32.63444440040243,45.68463417464513,0.58,7.64,2.29,1.01,0.78,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.72,62.73081562027015
17,Andhra Pradesh,Rice,2022,1012,46,0.8102446637433669,3.0028812516656145,1803,27.58785083835284,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,63.22343264617246
18,Tamil Nadu,Cotton,2024,1018,64,0.8402748252452423,4.258956685420629,6401,31.244495079733884,65,45,40000,1,5,14,92,89,4.88,0.71,30.816531771933306,45.85218987692573,0.48,5.63,2.84,1.06,1.0,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.66,69.81177836762295
19,Andhra Pradesh,Rice,2022,963,52,0.7889039524727531,3.1860230000056657,1874,29.543818828654913,62,42,30000,0,3,12,90,71,2.43,0.94,29.071549368149515,40.34561585676336,0.61,7.91,2.44,1.06,1.05,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.75,58.90107649783727
20,Karnataka,Maize,2023,667,36,0.7283016637316733,2.852069364653378,1720,26.552662824507983,58,38,20000,1,4,9,85,51,3.39,0.97,27.971300908221203,38.63857435795754,0.4,7.32,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.62,60.925951162883834
21,Karnataka,Maize,2023,685,41,0.7215038718850684,2.71579750068745,1433,27.696521182144252,58,38,20000,1,4,9,85,93,2.12,0.89,26.180579540108816,39.27307532808521,0.83,7.59,1.96,0.84,1.44,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.76,62.07898793779619
22,Andhra Pradesh,Rice,2022,962,47,0.8293485762975934,3.7196538166105304,2090,28.039619916971333,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,66.43701592820221
23,Andhra Pradesh,Rice,2022,920,52,0.8595726725926173,3.3711616147857417,2200,28.38076883397684,62,42,30000,0,3,12,90,63,1.25,0.8,29.75467870676196,41.95510616291318,0.36,5.79,2.44,1.06,1.38,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.61,66.60135604405447
24,Tamil Nadu,Cotton,2024,1029,61,0.8883266517813045,4.26976317668171,5932,31.66994337252796,65,45,40000,1,5,14,92,92,1.49,0.74,30.92489458988422,42.55861660683539,0.86,5.58,2.84,1.06,0.99,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.78,65.21459638721473
25,Andhra Pradesh,Rice,2022,984,52,0.816696799996361,3.7304963609587904,1754,28.162018022685682,62,42,30000,0,3,12,90,88,4.64,0.87,28.60175661963354,42.798608743639605,0.52,6.4,2.44,1.06,0.93,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.68,66.77307907991504
26,Maharashtra,Sugarcane,2025,816,56,0.7840370746305763,3.4477131710629214,3218,31.879953072631746,67,47,35000,0,3,11,89,53,3.49,0.77,31.22694704248118,47.01582255863115,0.5,7.39,2.29,1.01,1.2,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.69,69.5731020713444
27,Maharashtra,Sugarcane,2025,814,55,0.8440448505736173,3.596240595562854,2711,33.56056454958406,67,47,35000,0,3,11,89,64,1.79,0.97,31.03317565785571,47.40985162001283,0.79,7.29,2.29,1.01,0.52,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.78,63.61671436236962
28,Karnataka,Maize,2023,695,41,0.6582715461524353,3.054023034928382,1827,27.83088540107011,58,38,20000,1,4,9,85,99,2.24,0.98,26.51588325543031,36.171457926788264,0.65,5.62,1.96,0.84,1.24,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.64,57.7690010646797
29,Tamil Nadu,Cotton,2024,1024,59,0.9230887372060809,3.4359386749215535,6454,28.248812904658813,65,45,40000,1,5,14,92,72,3.65,0.85,29.073773894709067,44.09525744767596,0.86,6.81,2.84,1.06,1.12,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.81,67.18331175372003
30,Karnataka,Maize,2023,696,41,0.7326714659931017,2.694734353844828,1672,25.589212177115883,58,38,20000,1,4,9,85,68,2.04,0.93,26.569680988754936,37.034178746292206,0.31,5.82,1.96,0.84,0.9,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.55,55.473403158190834
31,Maharashtra,Sugarcane,2025,750,50,0.7629929924535702,3.7308072973164896,3183,30.031366363087667,67,47,35000,0,3,11,89,53,3.49,0.77,31.22694704248118,47.01582255863115,0.5,7.39,2.29,1.01,1.2,1.03,3.53,0,1.44,1500,9900.0,7875,2025.0,0.69,68.40615183548887
32,Andhra Pradesh,Rice,2022,992,45,0.8264984357675254,3.125724268992226,1927,29.523687160916655,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,63.66600479046619
33,Andhra Pradesh,Rice,2022,886,53,0.8566547981749086,3.7370965504320512,2006,28.790693701641672,62,42,30000,0,3,12,90,71,4.58,0.85,28.978905520555127,44.391325131162475,0.49,7.09,2.44,1.06,0.66,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.69,58.62699743808566
34,Tamil Nadu,Cotton,2024,1140,59,0.8871809163607154,4.374591811335329,6356,28.5370994036091,65,45,40000,1,5,14,92,58,2.3,0.8,30.319968092068358,46.33471269156903,0.32,5.6,2.84,1.06,1.3,2.12,1.65,0,1.72,2500,24180.0,9000,15180.0,0.62,65.65085312452756
35,Karnataka,Maize,2023,795,39,0.7407199821560622,2.3521986290449712,1459,28.831736484227083,58,38,20000,1,4,9,85,77,4.95,0.86,27.181785886376485,40.09534046296507,0.48,6.13,1.96,0.84,0.57,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.61,60.716269109786076
36,Andhra Pradesh,Rice,2022,982,47,0.8642983816816042,3.6821938806266106,2030,29.118638895782478,62,42,30000,0,3,12,90,91,1.3,0.97,28.08155028310953,42.89779739428329,0.52,5.89,2.44,1.06,0.7,0.68,4.29,0,1.51,1500,7000.0,7750,-750.0,0.66,61.98895664535942
37,Karnataka,Maize,2023,847,39,0.6922384522184305,2.7681541413010304,1524,25.967573176451555,58,38,20000,1,4,9,85,68,2.04,0.93,26.569680988754936,37.034178746292206,0.31,5.82,1.96,0.84,0.9,0.55,4.46,0,1.19,2000,4480.0,8000,-3520.0,0.55,53.121031167761075
